Alder;Køn;Eksponeringer;CPM (pris pr. 1000 eksponeringer)
55-64;unknown;2;30
55-64;female;164;130,18292683
45-54;male;18;130,55555556
55-64;male;37;58,91891892
Unknown;unknown;0;
55-64;male;9;32,22222222
45-54;male;8;67,5
55-64;male;141;150,07092199
Unknown;unknown;0;
55-64;unknown;2;20
55-64;female;114;139,03508772
35-44;male;39;146,66666667
45-54;male;114;59,73684211
55-64;female;103;121,74757282
55-64;male;83;94,69879518
55-64;male;205;86,73170732
Unknown;unknown;0;
45-54;male;1;40
Unknown;unknown;0;
55-64;male;4;55
55-64;male;25;63,6
45-54;male;26;38,07692308
55-64;unknown;4;10
55-64;female;171;57,01754386
55-64;male;250;52,56
Unknown;unknown;0;
35-44;male;225;73,33333333
Unknown;unknown;0;
45-54;male;145;77,03448276
35-44;male;281;61,60142349
55-64;male;151;87,01986755
45-54;male;194;67,78350515
Unknown;unknown;0;
45-54;male;1;20
35-44;male;6;48,33333333
45-54;male;136;68,67647059
35-44;male;21;45,71428571
55-64;male;27;46,66666667
45-54;male;55;46,18181818
55-64;female;108;81,48148148
Unknown;unknown;0;
Unknown;unknown;0;
55-64;male;155;73,35483871
45-54;male;208;66,25
55-64;male;319;77,96238245
Unknown;unknown;0;
55-64;unknown;5;210
45-54;male;19;50,52631579
55-64;unknown;4;97,5
Unknown;unknown;0;
55-64;male;341;81,26099707
35-44;male;53;35,47169811
55-64;male;3;6,66666667
45-54;male;6;68,33333333
55-64;female;198;78,13131313
Unknown;unknown;0;
45-54;male;10;71
45-54;male;30;59,66666667
55-64;unknown;4;77,5
55-64;female;197;64,31472081
55-64;female;222;102,16216216
55-64;male;248;57,78225806
45-54;male;47;85,74468085
45-54;male;14;112,85714286
55-64;unknown;4;97,5
55-64;female;71;147,04225352
55-64;male;196;83,67346939
55-64;unknown;6;61,66666667
Unknown;unknown;0;
55-64;male;31;89,67741935
55-64;male;247;81,57894737
Unknown;unknown;0;
55-64;male;78;67,05128205
45-54;male;13;86,92307692
45-54;male;66;77,12121212
Unknown;unknown;0;
35-44;male;8;107,5
45-54;male;6;55
Unknown;unknown;0;
45-54;male;95;78,94736842
45-54;male;157;65,79617834
55-64;male;106;61,03773585
Unknown;unknown;0;
45-54;male;45;68
35-44;male;76;64,60526316
Unknown;unknown;0;
55-64;male;53;75,47169811
45-54;male;79;80,37974684
35-44;male;18;119,44444444
Unknown;unknown;0;
55-64;male;8;80
Unknown;unknown;0;
45-54;male;113;65,30973451
35-44;male;220;57,90909091
45-54;male;75;74
35-44;male;137;94,16058394
35-44;male;79;87,08860759
Unknown;unknown;0;
Unknown;unknown;0;
45-54;male;94;85,10638298
55-64;male;67;93,28358209
55-64;female;8;202,5
Unknown;unknown;0;
Unknown;unknown;0;
55-64;male;18;62,22222222
55-64;unknown;6;175
55-64;male;184;71,84782609
35-44;male;1;10
55-64;female;149;104,83221477
55-64;male;41;119,02439024
55-64;female;241;68,21576763
55-64;female;65;82,30769231
55-64;male;8;56,25
Unknown;unknown;0;
55-64;female;26;164,23076923
55-64;male;1;20
Unknown;unknown;0;
55-64;female;4;65
55-64;male;478;66,75732218
55-64;unknown;8;125
Unknown;unknown;0;
45-54;male;1;360
55-64;male;125;96,4
55-64;male;160;30,5625
55-64;female;46;80,86956522
55-64;unknown;1;200
55-64;unknown;2;15
55-64;male;208;64,61538462
55-64;female;136;83,16176471
Unknown;unknown;0;
55-64;female;161;140,55900621
55-64;female;421;52,42280285
55-64;female;42;108,0952381
Unknown;unknown;0;
55-64;unknown;19;100,52631579
Unknown;unknown;8;0
55-64;male;833;47,67106843
55-64;male;101;104,65346535
55-64;unknown;6;70
55-64;unknown;2;190
Unknown;unknown;0;
55-64;unknown;3;263,33333333
Unknown;unknown;0;
55-64;male;139;100,21582734
55-64;male;216;134,25925926
55-64;female;109;132,75229358
55-64;male;80;88,125
55-64;unknown;1;310
55-64;male;228;113,81578947
Unknown;unknown;0;
55-64;female;186;81,82795699
55-64;male;218;116,9266055
55-64;female;103;119,80582524
55-64;unknown;4;62,5
Unknown;unknown;0;
55-64;male;219;99,08675799
55-64;female;29;118,62068966
Unknown;unknown;0;
55-64;female;122;104,42622951
55-64;male;72;101,11111111
55-64;female;61;105,73770492
55-64;unknown;5;50
Unknown;unknown;0;
55-64;unknown;3;26,66666667
55-64;female;109;110,82568807
55-64;male;105;110,57142857
Unknown;unknown;0;
55-64;unknown;6;115
55-64;unknown;1;120
55-64;unknown;3;26,66666667
Unknown;unknown;0;
55-64;female;128;102,734375
55-64;male;185;115,18918919
55-64;male;34;114,70588235
Unknown;unknown;0;
55-64;female;10;139
55-64;female;14;87,14285714
55-64;male;15;70,66666667
55-64;male;47;143,19148936
55-64;unknown;1;70
55-64;female;67;102,3880597
55-64;male;55;93,27272727
Unknown;unknown;0;
Unknown;unknown;0;
55-64;unknown;3;96,66666667
55-64;male;319;101,75548589
55-64;female;171;126,14035088
55-64;female;14;108,57142857
55-64;unknown;2;60
55-64;unknown;3;16,66666667
Unknown;unknown;0;
55-64;male;51;61,96078431
55-64;unknown;6;85
Unknown;unknown;0;
55-64;female;107;115,42056075
55-64;male;386;122,69430052
55-64;unknown;5;74
55-64;female;185;122,64864865
55-64;male;408;106,8872549
55-64;male;128;78,4375
Unknown;unknown;0;
55-64;female;102;99,01960784
55-64;female;74;106,75675676
55-64;unknown;1;30
Unknown;unknown;0;
Unknown;unknown;0;
55-64;male;142;109,57746479
55-64;female;71;122,67605634
Unknown;unknown;2;0
55-64;male;119;116,72268908
55-64;female;79;77,72151899
45-54;female;2;5
Unknown;unknown;0;
55-64;unknown;2;275
55-64;male;351;101,93732194
55-64;female;195;142,71794872
55-64;male;312;108,10897436
18-24;female;6;16,66666667
35-44;female;8;12,5
55-64;unknown;8;65
Unknown;unknown;0;
Unknown;unknown;0;
55-64;male;170;99,70588235
55-64;unknown;1;220
55-64;unknown;4;290
Unknown;unknown;0;
55-64;female;93;113,65591398
55-64;male;58;54,13793103
55-64;female;72;80,41666667
35-44;female;152;26,77631579
25-34;female;119;30
18-24;female;43;41,86046512
55-64;unknown;2;55
25-34;female;21;53,80952381
45-54;female;1;40
45-54;female;17;44,70588235
55-64;female;125;99,44
25-34;female;8;56,25
45-54;female;30;124
18-24;female;7;44,28571429
Unknown;unknown;0;
18-24;female;56;61,42857143
45-54;female;67;39,85074627
Unknown;unknown;2;0
35-44;female;319;48,93416928
35-44;female;355;57,01408451
25-34;female;290;50,89655172
18-24;female;77;78,83116883
25-34;female;262;56,79389313
Unknown;unknown;0;
55-64;male;114;104,38596491
55-64;female;94;116,91489362
55-64;male;195;113,84615385
35-44;female;7;47,14285714
55-64;female;92;70,76086957
Unknown;unknown;0;
25-34;female;73;35,89041096
Unknown;unknown;0;
55-64;female;82;95,85365854
55-64;male;76;89,60526316
Unknown;unknown;0;
45-54;female;7;158,57142857
18-24;female;25;46
35-44;female;63;36,50793651
35-44;female;205;40,92682927
45-54;female;14;20
35-44;female;83;25,18072289
55-64;female;137;122,91970803
18-24;female;27;38,88888889
Unknown;unknown;0;
55-64;unknown;3;53,33333333
25-34;female;81;24,19753086
25-34;female;132;28,86363636
45-54;female;29;56,20689655
18-24;female;12;24,16666667
55-64;male;251;111,19521912
Unknown;unknown;0;
55-64;unknown;1;70
18-24;female;126;41,74603175
Unknown;unknown;0;
55-64;unknown;4;55
55-64;female;138;96,8115942
55-64;male;154;103,24675325
55-64;unknown;1;20
55-64;female;163;109,26380368
Unknown;unknown;0;
45-54;female;42;46,42857143
18-24;female;151;34,0397351
35-44;female;450;41,82222222
25-34;female;455;34,30769231
55-64;male;210;109,47619048
25-34;female;356;30,81460674
35-44;female;341;37,82991202
45-54;female;42;23,80952381
Unknown;unknown;0;
55-64;female;203;86,65024631
55-64;male;269;91,78438662
55-64;male;181;124,03314917
55-64;female;126;102,53968254
55-64;unknown;1;40
Unknown;unknown;0;
55-64;unknown;2;65
45-54;female;1;40
55-64;female;129;106,66666667
18-24;female;8;11,25
45-54;female;2;0
55-64;unknown;5;114
55-64;female;142;105,49295775
Unknown;unknown;0;
Unknown;unknown;0;
55-64;male;225;97,77777778
35-44;female;18;33,33333333
25-34;female;13;23,84615385
55-64;male;183;108,57923497
55-64;unknown;8;261,25
Unknown;unknown;0;
55-64;unknown;2;100
35-44;female;345;51,68115942
35-44;male;2;50
25-34;male;16;63,125
18-24;male;7;140
13-17;male;1;70
18-24;male;171;54,79532164
18-24;female;46;58,69565217
45-54;female;24;75
Unknown;unknown;0;
55-64;unknown;2;60
55-64;female;200;86,25
55-64;male;227;96,82819383
45-54;female;37;69,45945946
18-24;female;112;77,5
25-34;female;376;51,32978723
55-64;male;109;90,18348624
Unknown;unknown;0;
55-64;unknown;2;125
Unknown;unknown;0;
35-44;male;43;60,93023256
25-34;male;590;65,15254237
13-17;male;1;210
18-24;male;174;62,52873563
35-44;male;50;71,2
25-34;male;729;58,23045267
Unknown;unknown;0;
18-24;male;1;30
25-34;male;2;80
55-64;female;126;126,82539683
55-64;male;156;142,69230769
25-34;male;38;60,52631579
18-24;male;15;71,33333333
35-44;male;3;40
25-34;male;1014;79,58579882
Unknown;unknown;0;
55-64;unknown;5;202
Unknown;unknown;0;
55-64;female;92;124,7826087
55-64;male;187;109,35828877
55-64;female;135;98
18-24;female;2;15
25-34;female;7;61,42857143
25-34;male;604;79,56953642
Unknown;unknown;0;
25-34;female;184;47,06521739
Unknown;unknown;0;
35-44;female;165;48,3030303
18-24;female;94;53,29787234
45-54;female;19;42,10526316
25-34;female;214;47,61682243
35-44;female;263;43,72623574
25-34;male;10;75
35-44;female;9;58,88888889
25-34;male;1689;94,45233866
35-44;female;1;80
25-34;female;4;50
55-64;unknown;4;77,5
55-64;female;159;102,51572327
Unknown;unknown;2;0
25-34;male;92;95
Unknown;unknown;0;
55-64;male;217;119,67741935
Unknown;unknown;0;
Unknown;unknown;0;
25-34;male;84;93,57142857
25-34;female;12;19,16666667
Unknown;unknown;0;
25-34;female;275;71,45454545
18-24;female;11;78,18181818
45-54;female;7;57,14285714
Unknown;unknown;0;
45-54;female;18;87,77777778
18-24;female;91;75,49450549
35-44;female;217;62,58064516
25-34;female;219;68,35616438
35-44;female;96;48,33333333
35-44;female;27;26,2962963
45-54;female;23;94,7826087
18-24;female;91;80,21978022
Unknown;unknown;0;
35-44;female;284;72,88732394
55-64;male;150;94,66666667
55-64;unknown;3;500
Unknown;unknown;0;
55-64;male;147;117,34693878
55-64;female;147;97,00680272
25-34;female;86;65,69767442
55-64;female;103;117,76699029
55-64;female;157;99,23566879
25-34;female;205;67,17073171
35-44;female;185;60,32432432
18-24;female;106;63,86792453
45-54;female;25;66
Unknown;unknown;0;
55-64;male;126;92,46031746
25-34;female;269;77,58364312
55-64;unknown;3;43,33333333
Unknown;unknown;0;
25-34;female;11;47,27272727
18-24;female;3;36,66666667
35-44;female;217;66,4516129
18-24;female;112;94,28571429
45-54;female;19;67,89473684
35-44;female;8;56,25
Unknown;unknown;0;
55-64;unknown;2;15
45-54;female;11;80,90909091
18-24;female;7;25,71428571
35-44;female;19;70,52631579
25-34;female;21;48,57142857
55-64;male;152;126,44736842
55-64;female;152;113,88157895
Unknown;unknown;0;
Unknown;unknown;0;
55-64;male;200;112,7
18-24;female;31;109,67741935
55-64;unknown;7;95,71428571
55-64;female;122;131,2295082
25-34;female;59;59,49152542
35-44;female;95;53,78947368
45-54;female;2;0
55-64;female;163;74,44315601
55-64;unknown;6;76,5795207
25-34;female;386;57,4611399
Unknown;unknown;0;
35-44;female;265;54
18-24;female;10;53
35-44;female;19;22,10526316
25-34;female;32;14,6875
45-54;female;31;59,03225806
18-24;female;109;90,73394495
Unknown;unknown;0;
25-34;female;332;60,72220844
55-64;male;142;75,04334397
35-44;female;55;44
Unknown;unknown;0;
55-64;male;206;104,29878579
45-54;female;4;50
18-24;female;1;20
35-44;female;9;48,88888889
25-34;female;17;40,58823529
18-24;female;9;103,33333333
25-34;female;40;30,5
Unknown;unknown;0;
55-64;unknown;3;99,87024221
55-64;male;217;105,58606144
55-64;female;190;98,24358518
Unknown;unknown;0;
55-64;unknown;3;127,18116111
Unknown;unknown;0;
45-54;female;25;61,78477204
18-24;female;122;73,18767286
35-44;female;226;54,98544871
55-64;female;145;91,06877934
25-34;female;135;50,22222222
45-54;female;2;30
55-64;unknown;2;45
Unknown;unknown;0;
55-64;female;122;76,8852459
35-44;female;3;36,66666667
18-24;female;4;15
25-34;female;5;120
55-64;male;141;76,02836879
Unknown;unknown;0;
18-24;female;16;77,5
55-64;female;159;77,48427673
35-44;female;22;63,18181818
18-24;female;15;124,66666667
25-34;female;31;77,41935484
45-54;female;7;82,85714286
25-34;female;314;55,70063694
35-44;female;278;62,84172662
Unknown;unknown;0;
18-24;female;147;95,17006803
55-64;male;330;92,96969697
55-64;unknown;11;151,81818182
45-54;female;31;91,93548387
55-64;unknown;8;105
18-24;female;21;60
25-34;female;204;58,43137255
35-44;female;144;66,94444444
18-24;female;1;0
25-34;female;6;31,66666667
Unknown;unknown;0;
55-64;female;166;82,77108434
35-44;female;140;63,14285714
18-24;female;47;62,76595745
45-54;female;11;60,90909091
Unknown;unknown;0;
25-34;female;58;62,75862069
55-64;male;265;74,75471698
35-44;female;30;46,66666667
45-54;female;21;34,28571429
35-44;female;123;50,89430894
55-64;unknown;3;53,33333333
18-24;female;28;64,28571429
Unknown;unknown;0;
45-54;female;23;55,65217391
Unknown;unknown;0;
55-64;unknown;1;150
Unknown;unknown;0;
55-64;male;99;100,60606061
55-64;female;147;62,31292517
45-54;female;123;46,82926829
55-64;male;186;101,66666667
55-64;female;162;106,60493827
25-34;female;113;48,31858407
35-44;female;1284;47,20404984
Unknown;unknown;0;
55-64;unknown;3;73,33333333
Unknown;unknown;0;
25-34;female;1247;40,1042502
55-64;female;207;77,24637681
55-64;male;329;88,66261398
18-24;female;340;53
Unknown;unknown;0;
55-64;female;272;100,22058824
55-64;male;199;102,01005025
55-64;unknown;1;10
Unknown;unknown;0;
55-64;male;93;93,65591398
25-34;female;59;51,01694915
35-44;female;55;47,63636364
45-54;female;7;48,57142857
18-24;female;10;38
55-64;female;97;100,92783505
55-64;male;426;91,66666667
55-64;unknown;15;40
25-34;female;1473;46,91106585
35-44;female;1026;50,44834308
Unknown;unknown;0;
55-64;unknown;2;45
55-64;female;117;96,41025641
45-54;female;100;46,6
Unknown;unknown;0;
18-24;female;314;48,66242038
25-34;female;2098;30,81506196
55-64;male;81;75,43209877
55-64;female;56;86,96428571
55-64;unknown;2;60
Unknown;unknown;0;
35-44;female;1707;32,23198594
18-24;female;531;38,79472693
Unknown;unknown;0;
45-54;female;228;33,07017544
Unknown;unknown;0;
55-64;male;595;92,42016807
55-64;unknown;2;20
Unknown;unknown;0;
55-64;male;161;79,19254658
55-64;female;150;55,13333333
55-64;female;349;84,67048711
Unknown;unknown;0;
35-44;female;26;30,38461538
18-24;female;23;39,56521739
45-54;female;5;72
55-64;unknown;8;71,25
25-34;female;53;43,96226415
55-64;male;37;172,97297297
55-64;female;38;112,10526316
45-54;female;4;52,5
55-64;unknown;12;64,16666667
35-44;female;594;67,52525253
25-34;female;910;72,32967033
Unknown;unknown;0;
18-24;female;328;107,89634146
Unknown;unknown;0;
55-64;male;653;110,19908116
35-44;female;17;48,23529412
18-24;female;13;47,69230769
25-34;female;35;40,57142857
55-64;female;330;99,51515152
45-54;female;88;90,79545455
25-34;female;646;84,9380805
45-54;female;70;74,57142857
18-24;female;313;106,485623
35-44;female;517;84,9516441
Unknown;unknown;0;
25-34;male;806;74,96277916
Unknown;unknown;0;
Unknown;unknown;0;
25-34;male;1171;84,40649018
35-44;female;65;70
18-24;female;44;89,77272727
25-34;female;101;75,74257426
45-54;female;4;132,5
Unknown;unknown;0;
25-34;male;1499;69,46631087
Unknown;unknown;0;
55-64;unknown;3;353,33333333
Unknown;unknown;0;
35-44;female;75;69,2
18-24;female;386;110,33678756
35-44;female;424;76,6745283
18-24;female;32;56,875
45-54;female;13;109,23076923
25-34;female;100;78,3
Unknown;unknown;0;
55-64;female;43;128,37209302
55-64;female;325;94,58461538
55-64;male;65;117,84615385
Unknown;unknown;0;
45-54;female;53;81,13207547
25-34;female;660;75,09090909
Unknown;unknown;0;
55-64;unknown;10;241
55-64;male;613;109,2822186
25-34;male;913;76,23220153
55-64;female;156;105
55-64;unknown;16;56,875
45-54;female;3;30
55-64;female;21;89,52380952
55-64;male;34;74,41176471
55-64;male;230;83,95652174
45-54;male;29;46,20689655
45-54;female;18;78,88888889
55-64;unknown;4;35
45-54;unknown;1;40
Unknown;unknown;0;
45-54;male;2;150
55-64;unknown;15;95,33333333
Unknown;unknown;0;
55-64;female;1287;64,03263403
55-64;male;591;56,61590525
Unknown;unknown;0;
Unknown;unknown;0;
45-54;male;95;84,21052632
55-64;male;25;112,8
55-64;female;53;74,52830189
55-64;unknown;10;58
55-64;unknown;1;210
55-64;male;478;69,70711297
45-54;female;103;88,83495146
55-64;female;944;111,91737288
55-64;female;616;76,46103896
55-64;male;1236;91,04368932
55-64;male;222;98,37837838
55-64;unknown;3;16,66666667
Unknown;unknown;0;
55-64;unknown;9;66,66666667
55-64;female;168;93,75
55-64;male;232;84,00862069
Unknown;unknown;0;
55-64;unknown;1;20
55-64;female;172;116,1627907
55-64;male;518;101,25482625
Unknown;unknown;0;
55-64;female;235;91,65957447
55-64;male;398;82,61306533
Unknown;unknown;0;
45-54;unknown;1;50
45-54;female;48;72,70833333
45-54;male;63;96,66666667
55-64;female;383;110,02610966
55-64;unknown;7;48,57142857
55-64;unknown;10;51
55-64;male;139;77,48201439
35-44;male;1607;70,24268824
55-64;male;56;101,25
55-64;female;165;88,84848485
Unknown;unknown;0;
55-64;unknown;4;47,5
55-64;male;84;91,9047619
55-64;female;242;73,71900826
Unknown;unknown;0;
55-64;unknown;6;120
55-64;male;204;70,04901961
55-64;female;463;72,13822894
Unknown;unknown;0;
45-54;male;993;83,15206445
25-34;male;685;58,93430657
55-64;female;103;110,67961165
Unknown;unknown;0;
45-54;unknown;2;60
55-64;unknown;20;116,5
45-54;female;67;93,73134328
45-54;male;101;59,7029703
55-64;female;672;103,34821429
55-64;male;901;83,1409545
55-64;male;94;62,76595745
Unknown;unknown;0;
55-64;unknown;2;115
45-54;male;19;60
45-54;female;25;51,6
55-64;female;47;79,78723404
55-64;unknown;5;32
Unknown;unknown;0;
Unknown;unknown;0;
55-64;unknown;21;252,85714286
45-54;female;52;90
45-54;male;81;100,86419753
55-64;female;465;97,22580645
55-64;male;644;84,95341615
55-64;female;762;113,7007874
55-64;unknown;13;60,76923077
55-64;male;343;110,20408163
55-64;male;1175;94,03404255
55-64;female;220;119,09090909
55-64;unknown;11;128,18181818
55-64;female;162;128,95061728
55-64;male;134;123,43283582
45-54;male;26;71,92307692
45-54;female;23;89,56521739
55-64;unknown;4;180
Unknown;unknown;0;
Unknown;unknown;0;
Unknown;unknown;0;
55-64;male;151;41,19205298
55-64;male;540;121,61111111
55-64;female;388;142,34536082
45-54;male;96;86,66666667
45-54;female;63;130,79365079
55-64;unknown;8;306,25
